train_loss_mean,train_loss_std,train_accuracy_mean,train_accuracy_std,train_loss_importance_vector_0_mean,train_loss_importance_vector_0_std,train_loss_importance_vector_1_mean,train_loss_importance_vector_1_std,train_loss_importance_vector_2_mean,train_loss_importance_vector_2_std,train_loss_importance_vector_3_mean,train_loss_importance_vector_3_std,train_loss_importance_vector_4_mean,train_loss_importance_vector_4_std,train_learning_rate_mean,train_learning_rate_std,val_loss_mean,val_loss_std,val_accuracy_mean,val_accuracy_std,val_loss_importance_vector_0_mean,val_loss_importance_vector_0_std,val_loss_importance_vector_1_mean,val_loss_importance_vector_1_std,val_loss_importance_vector_2_mean,val_loss_importance_vector_2_std,val_loss_importance_vector_3_mean,val_loss_importance_vector_3_std,val_loss_importance_vector_4_mean,val_loss_importance_vector_4_std,epoch,epoch_run_time
0.5588978761136532,0.1895894904288521,0.813799998641014,0.08615137921141078,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.0010000000000000005,4.336808689942018e-19,0.4479622403780619,0.10012270370547821,0.8610000030199687,0.0490306028214405,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,1,730.5616471767426
0.3303861035704613,0.09576204514441526,0.903050000667572,0.05064037410967286,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.2800000011920929,0.0,0.0009995115550240356,2.168404344971009e-19,0.35809868315855664,0.09476365775455282,0.8843333347638448,0.05813394424277381,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.2800000011920929,0.0,2,608.3517179489136
0.25559905041754244,0.07472812169897346,0.920450001001358,0.04313406553118335,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.36000001430511475,0.0,0.0009982912558975914,0.0,0.3059817618131638,0.0980746484773496,0.9013333320617676,0.04828618039577564,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.36000001430511475,0.0,3,572.2103350162506
0.21173024817556144,0.08239857267631283,0.9356500010490417,0.04168726313877203,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.4399999976158142,0.0,0.00099658461944753,0.0,0.2502774565418561,0.09194521687424857,0.9169999988873799,0.045489925341600644,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.4399999976158142,0.0,4,569.0547688007355
0.1791346457824111,0.07254865410102028,0.9436000030040741,0.03624969577477894,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.5199999809265137,0.0,0.0009943933295608763,0.0,0.21351500004529952,0.08808728790350132,0.9246666685740152,0.04051611625065559,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.5199999809265137,0.0,5,574.6615295410156
0.1564335454814136,0.0688674044857952,0.9506500022411346,0.03468901670195628,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.6000000238418579,0.0,0.000991719548418466,2.168404344971009e-19,0.2056785489122073,0.08707600634050128,0.931333335240682,0.038964372409574725,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.6000000238418579,0.0,6,572.6041238307953
0.13976594695448877,0.0695257700523491,0.9560000050067902,0.03455430977132495,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.6800000071525574,0.0,0.0009885659143607812,2.168404344971009e-19,0.18109125554561614,0.07599581573190822,0.9386666703224182,0.03518838434066515,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.6800000071525574,0.0,7,567.5065491199493
0.12407471489161254,0.06496054792974797,0.9601000039577484,0.03167002306800717,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.7599999904632568,0.0,0.000984935539283863,2.168404344971009e-19,0.17990688636898994,0.08564405585970866,0.9406666668256124,0.03310925090359461,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.7599999904632568,0.0,8,575.8712732791901
0.10607948087900877,0.06349153305162145,0.9659000066518784,0.029953133925001218,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.8399999737739563,0.0,0.0009808320055678876,2.168404344971009e-19,0.14305942398806412,0.08338869823951586,0.9513333368301392,0.033139442152162975,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.8399999737739563,0.0,9,575.4017498493195
0.09749783175438642,0.06368171002694599,0.9699000065326691,0.027595111975062297,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.9200000166893005,0.0,0.0009762593625414189,0.0,0.1374237476537625,0.06897454232981987,0.9533333388964335,0.028963586390263838,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.9200000166893005,0.0,10,565.2648773193359
